company_name,industry,symbol,Series,sector,ticker,f&o
PDS Limited,Textiles,PDSL,EQ,Textiles,PDSL.NS,#N/A
Persistent Systems Limited,Information Technology,PERSISTENT,EQ,Information Technology,PERSISTENT.NS,F&O
Petronet LNG Limited,"Oil, Gas & Consumable Fuels",PETRONET,EQ,"Oil, Gas & Consumable Fuels",PETRONET.NS,F&O
Power Finance Corporation Limited,Financial Services,PFC,EQ,Financial Services,PFC.NS,F&O
Pfizer Limited,Healthcare,PFIZER,EQ,Healthcare,PFIZER.NS,#N/A
PG Electroplast Limited,Consumer Durables,PGEL,EQ,Consumer Durables,PGEL.NS,F&O
Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,PGHH,EQ,Fast Moving Consumer Goods,PGHH.NS,#N/A
The Phoenix Mills Limited,Realty,PHOENIXLTD,EQ,Realty,PHOENIXLTD.NS,F&O
Pidilite Industries Limited,Chemicals,PIDILITIND,EQ,Chemicals,PIDILITIND.NS,F&O
PI Industries Limited,Chemicals,PIIND,EQ,Chemicals,PIIND.NS,F&O
Pilani Investment and Industries Corporation Limited,Financial Services,PILANIINVS,EQ,Financial Services,PILANIINVS.NS,#N/A
Punjab National Bank,Financial Services,PNB,EQ,Financial Services,PNB.NS,F&O
PNB Housing Finance Limited,Financial Services,PNBHOUSING,EQ,Financial Services,PNBHOUSING.NS,F&O
Pritish Nandy Communications Limited,"Media, Entertainment & Publication",PNC,EQ,"Media, Entertainment & Publication",PNC.NS,#N/A
PNC Infratech Limited,Construction,PNCINFRA,EQ,Construction,PNCINFRA.NS,#N/A
PB Fintech Limited,Financial Services,POLICYBZR,EQ,Financial Services,POLICYBZR.NS,F&O
Polycab India Limited,Capital Goods,POLYCAB,EQ,Capital Goods,POLYCAB.NS,F&O
Poly Medicure Limited,Healthcare,POLYMED,EQ,Healthcare,POLYMED.NS,#N/A
Poonawalla Fincorp Limited,Financial Services,POONAWALLA,EQ,Financial Services,POONAWALLA.NS,#N/A
Power Grid Corporation of India Limited,Power,POWERGRID,EQ,Power,POWERGRID.NS,F&O
Hitachi Energy India Limited,Capital Goods,POWERINDIA,EQ,Capital Goods,POWERINDIA.NS,F&O
Power Mech Projects Limited,Construction,POWERMECH,EQ,Construction,POWERMECH.NS,#N/A
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,Healthcare,PPLPHARMA.NS,#N/A
Praj Industries Limited,Capital Goods,PRAJIND,EQ,Capital Goods,PRAJIND.NS,#N/A
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,Capital Goods,PREMIERENE.NS,F&O
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,Realty,PRESTIGE.NS,F&O
Pricol Limited,Automobile and Auto Components,PRICOLLTD,EQ,Automobile and Auto Components,PRICOLLTD.NS,#N/A
Prince Pipes And Fittings Limited,Capital Goods,PRINCEPIPE,EQ,Capital Goods,PRINCEPIPE.NS,#N/A
Privi Speciality Chemicals Limited,Chemicals,PRIVISCL,EQ,Chemicals,PRIVISCL.NS,#N/A
Prism Johnson Limited,Construction Materials,PRSMJOHNSN,EQ,Construction Materials,PRSMJOHNSN.NS,#N/A
Prudent Corporate Advisory Services Limited,Financial Services,PRUDENT,EQ,Financial Services,PRUDENT.NS,#N/A
Punjab & Sind Bank,Financial Services,PSB,EQ,Financial Services,PSB.NS,#N/A
PTC Industries Limited,Capital Goods,PTCIL,EQ,Capital Goods,PTCIL.NS,#N/A
Puravankara Limited,Realty,PURVA,EQ,Realty,PURVA.NS,#N/A
PVR INOX Limited,"Media, Entertainment & Publication",PVRINOX,EQ,"Media, Entertainment & Publication",PVRINOX.NS,#N/A
Quess Corp Limited,Services,QUESS,EQ,Services,QUESS.NS,#N/A
Race Eco Chain Limited,Utilities,RACE,EQ,Utilities,RACE.NS,#N/A
Radico Khaitan Limited,Fast Moving Consumer Goods,RADICO,EQ,Fast Moving Consumer Goods,RADICO.NS,#N/A
Railtel Corporation Of India Limited,Telecommunication,RAILTEL,EQ,Telecommunication,RAILTEL.NS,#N/A
Rain Industries Limited,Chemicals,RAIN,EQ,Chemicals,RAIN.NS,#N/A
Rainbow Childrens Medicare Limited,Healthcare,RAINBOW,EQ,Healthcare,RAINBOW.NS,#N/A
Rajesh Exports Limited,Consumer Durables,RAJESHEXPO,EQ,Consumer Durables,RAJESHEXPO.NS,#N/A
Rajratan Global Wire Limited,Automobile and Auto Components,RAJRATAN,EQ,Automobile and Auto Components,RAJRATAN.NS,#N/A
Rallis India Limited,Chemicals,RALLIS,EQ,Chemicals,RALLIS.NS,#N/A
The Ramco Cements Limited,Construction Materials,RAMCOCEM,EQ,Construction Materials,RAMCOCEM.NS,#N/A
Ramky Infrastructure Limited,Construction,RAMKY,EQ,Construction,RAMKY.NS,#N/A
Rategain Travel Technologies Limited,Information Technology,RATEGAIN,EQ,Information Technology,RATEGAIN.NS,#N/A
Ratnamani Metals & Tubes Limited,Capital Goods,RATNAMANI,EQ,Capital Goods,RATNAMANI.NS,#N/A
Raymond Limited,Textiles,RAYMOND,EQ,Textiles,RAYMOND.NS,#N/A
Restaurant Brands Asia Limited,Consumer Services,RBA,EQ,Consumer Services,RBA.NS,#N/A
RBL Bank Limited,Financial Services,RBLBANK,EQ,Financial Services,RBLBANK.NS,F&O
Rashtriya Chemicals and Fertilizers Limited,Chemicals,RCF,EQ,Chemicals,RCF.NS,#N/A
REC Limited,Financial Services,RECLTD,EQ,Financial Services,RECLTD.NS,F&O
Redington Limited,Services,REDINGTON,EQ,Services,REDINGTON.NS,#N/A
Redtape Limited,Consumer Durables,REDTAPE,EQ,Consumer Durables,REDTAPE.NS,#N/A
Relaxo Footwears Limited,Consumer Durables,RELAXO,EQ,Consumer Durables,RELAXO.NS,#N/A
Reliance Industries Limited,"Oil, Gas & Consumable Fuels",RELIANCE,EQ,"Oil, Gas & Consumable Fuels",RELIANCE.NS,F&O
Religare Enterprises Limited,Financial Services,RELIGARE,EQ,Financial Services,RELIGARE.NS,#N/A
Reliance Infrastructure Ltd.,Power,RELINFRA,BE,Power,RELINFRA.NS,#N/A
Shree Renuka Sugars Limited,Fast Moving Consumer Goods,RENUKA,EQ,Fast Moving Consumer Goods,RENUKA.NS,#N/A
Responsive Industries Limited,Consumer Durables,RESPONIND,EQ,Consumer Durables,RESPONIND.NS,#N/A
RHI MAGNESITA INDIA LIMITED,Capital Goods,RHIM,EQ,Capital Goods,RHIM.NS,#N/A
RITES Limited,Construction,RITES,EQ,Construction,RITES.NS,#N/A
Ramkrishna Forgings Limited,Capital Goods,RKFORGE,EQ,Capital Goods,RKFORGE.NS,#N/A
Rolex Rings Limited,Automobile and Auto Components,ROLEXRINGS,EQ,Automobile and Auto Components,ROLEXRINGS.NS,#N/A
Rossari Biotech Limited,Chemicals,ROSSARI,EQ,Chemicals,ROSSARI.NS,#N/A
ROUTE MOBILE LIMITED,Telecommunication,ROUTE,EQ,Telecommunication,ROUTE.NS,#N/A
Reliance Power Limited,Power,RPOWER,EQ,Power,RPOWER.NS,#N/A
R R Kabel Limited,Capital Goods,RRKABEL,EQ,Capital Goods,RRKABEL.NS,#N/A
R Systems International Limited,Information Technology,RSYSTEMS,EQ,Information Technology,RSYSTEMS.NS,#N/A
RattanIndia Enterprises Limited,Services,RTNINDIA,EQ,Services,RTNINDIA.NS,#N/A
RattanIndia Power Limited,Power,RTNPOWER,EQ,Power,RTNPOWER.NS,#N/A
Keystone Realtors Limited,Realty,RUSTOMJEE,EQ,Realty,RUSTOMJEE.NS,#N/A
Rail Vikas Nigam Limited,Construction,RVNL,EQ,Construction,RVNL.NS,F&O
Safari Industries (India) Limited,Consumer Durables,SAFARI,EQ,Consumer Durables,SAFARI.NS,#N/A
Sagility Ltd.,Information Technology,SAGILITY,EQ,Information Technology,SAGILITY.NS,#N/A
Steel Authority of India Limited,Metals & Mining,SAIL,EQ,Metals & Mining,SAIL.NS,F&O
Sai Life Sciences Ltd.,Healthcare,SAILIFE,EQ,Healthcare,SAILIFE.NS,#N/A
Saksoft Limited,Information Technology,SAKSOFT,EQ,Information Technology,SAKSOFT.NS,#N/A
Salasar Techno Engineering Limited,Capital Goods,SALASAR,EQ,Capital Goods,SALASAR.NS,#N/A
Samhi Hotels Limited,Consumer Services,SAMHI,EQ,Consumer Services,SAMHI.NS,#N/A
Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,EQ,Financial Services,SAMMAANCAP.NS,F&O
Sandur Manganese & Iron Ores Limited,"Oil, Gas & Consumable Fuels",SANDUMA,EQ,"Oil, Gas & Consumable Fuels",SANDUMA.NS,#N/A
Sanghvi Movers Limited,Capital Goods,SANGHVIMOV,EQ,Capital Goods,SANGHVIMOV.NS,#N/A
Sanofi India Limited,Healthcare,SANOFI,EQ,Healthcare,SANOFI.NS,#N/A
Sansera Engineering Limited,Automobile and Auto Components,SANSERA,EQ,Automobile and Auto Components,SANSERA.NS,#N/A
Sapphire Foods India Limited,Consumer Services,SAPPHIRE,EQ,Consumer Services,SAPPHIRE.NS,#N/A
Sarda Energy & Minerals Limited,Metals & Mining,SARDAEN,EQ,Metals & Mining,SARDAEN.NS,#N/A
Saregama India Limited,"Media, Entertainment & Publication",SAREGAMA,EQ,"Media, Entertainment & Publication",SAREGAMA.NS,#N/A
SBFC Finance Limited,Financial Services,SBFC,EQ,Financial Services,SBFC.NS,#N/A
SBI Cards and Payment Services Limited,Financial Services,SBICARD,EQ,Financial Services,SBICARD.NS,F&O
SBI Life Insurance Company Limited,Financial Services,SBILIFE,EQ,Financial Services,SBILIFE.NS,F&O
State Bank of India,Financial Services,SBIN,EQ,Financial Services,SBIN.NS,F&O
Schaeffler India Limited,Automobile and Auto Components,SCHAEFFLER,EQ,Automobile and Auto Components,SCHAEFFLER.NS,#N/A
Schneider Electric Infrastructure Limited,Capital Goods,SCHNEIDER,EQ,Capital Goods,SCHNEIDER.NS,#N/A
Shipping Corporation Of India Limited,Services,SCI,EQ,Services,SCI.NS,#N/A
Senco Gold Limited,Consumer Durables,SENCO,EQ,Consumer Durables,SENCO.NS,#N/A
Sheela Foam Limited,Consumer Durables,SFL,EQ,Consumer Durables,SFL.NS,#N/A
Shanthi Gears Limited,Capital Goods,SHANTIGEAR,EQ,Capital Goods,SHANTIGEAR.NS,#N/A
Sharda Cropchem Limited,Chemicals,SHARDACROP,EQ,Chemicals,SHARDACROP.NS,#N/A
Sharda Motor Industries Limited,Automobile and Auto Components,SHARDAMOTR,EQ,Automobile and Auto Components,SHARDAMOTR.NS,#N/A
Share India Securities Limited,Financial Services,SHAREINDIA,EQ,Financial Services,SHAREINDIA.NS,#N/A
Shilpa Medicare Limited,Healthcare,SHILPAMED,EQ,Healthcare,SHILPAMED.NS,#N/A
Shoppers Stop Limited,Consumer Services,SHOPERSTOP,EQ,Consumer Services,SHOPERSTOP.NS,#N/A
SHREE CEMENT LIMITED,Construction Materials,SHREECEM,EQ,Construction Materials,SHREECEM.NS,F&O
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,Financial Services,SHRIRAMFIN.NS,F&O
Shyam Metalics and Energy Limited,Metals & Mining,SHYAMMETL,EQ,Metals & Mining,SHYAMMETL.NS,#N/A
Siemens Ltd.,Capital Goods,SIEMENS,EQ,Capital Goods,SIEMENS.NS,F&O
Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,Realty,SIGNATURE.NS,#N/A
SIS LIMITED,Services,SIS,EQ,Services,SIS.NS,#N/A
SJVN Limited,Power,SJVN,EQ,Power,SJVN.NS,#N/A
SKF India Limited,Capital Goods,SKFINDIA,EQ,Capital Goods,SKFINDIA.NS,#N/A
Skipper Limited,Capital Goods,SKIPPER,EQ,Capital Goods,SKIPPER.NS,#N/A
Sobha Limited,Realty,SOBHA,EQ,Realty,SOBHA.NS,#N/A
Solar Industries India Limited,Chemicals,SOLARINDS,EQ,Chemicals,SOLARINDS.NS,F&O
Sona BLW Precision Forgings Limited,Automobile and Auto Components,SONACOMS,EQ,Automobile and Auto Components,SONACOMS.NS,F&O
Sonata Software Limited,Information Technology,SONATSOFTW,EQ,Information Technology,SONATSOFTW.NS,#N/A
The South Indian Bank Limited,Financial Services,SOUTHBANK,EQ,Financial Services,SOUTHBANK.NS,#N/A
Spandana Sphoorty Financial Limited,Financial Services,SPANDANA,EQ,Financial Services,SPANDANA.NS,#N/A
Sun Pharma Advanced Research Company Limited,Healthcare,SPARC,EQ,Healthcare,SPARC.NS,#N/A
Supreme Petrochem Limited,Chemicals,SPLPETRO,EQ,Chemicals,SPLPETRO.NS,#N/A
SRF Limited,Chemicals,SRF,EQ,Chemicals,SRF.NS,F&O
Steel Strips Wheels Limited,Automobile and Auto Components,SSWL,EQ,Automobile and Auto Components,SSWL.NS,#N/A
Strides Pharma Science Limited,Healthcare,STAR,EQ,Healthcare,STAR.NS,#N/A
Star Cement Limited,Construction Materials,STARCEMENT,EQ,Construction Materials,STARCEMENT.NS,#N/A
Star Health and Allied Insurance Company Limited,Financial Services,STARHEALTH,EQ,Financial Services,STARHEALTH.NS,#N/A
Sterlite Technologies Limited,Telecommunication,STLTECH,EQ,Telecommunication,STLTECH.NS,#N/A
Subros Limited,Automobile and Auto Components,SUBROS,EQ,Automobile and Auto Components,SUBROS.NS,#N/A
Sudarshan Chemical Industries Limited,Chemicals,SUDARSCHEM,EQ,Chemicals,SUDARSCHEM.NS,#N/A
Sula Vineyards Limited,Fast Moving Consumer Goods,SULA,EQ,Fast Moving Consumer Goods,SULA.NS,#N/A
Sumitomo Chemical India Limited,Chemicals,SUMICHEM,EQ,Chemicals,SUMICHEM.NS,#N/A
Sundaram Finance Limited,Financial Services,SUNDARMFIN,EQ,Financial Services,SUNDARMFIN.NS,#N/A
Sundram Fasteners Limited,Automobile and Auto Components,SUNDRMFAST,EQ,Automobile and Auto Components,SUNDRMFAST.NS,#N/A
Sunflag Iron And Steel Company Limited,Metals & Mining,SUNFLAG,EQ,Metals & Mining,SUNFLAG.NS,#N/A
Sun Pharmaceutical Industries Limited,Healthcare,SUNPHARMA,EQ,Healthcare,SUNPHARMA.NS,F&O
Sunteck Realty Limited,Realty,SUNTECK,EQ,Realty,SUNTECK.NS,#N/A
Sun TV Network Limited,"Media, Entertainment & Publication",SUNTV,EQ,"Media, Entertainment & Publication",SUNTV.NS,#N/A
Suprajit Engineering Limited,Automobile and Auto Components,SUPRAJIT,EQ,Automobile and Auto Components,SUPRAJIT.NS,#N/A
Supreme Industries Limited,Capital Goods,SUPREMEIND,EQ,Capital Goods,SUPREMEIND.NS,F&O
Surya Roshni Limited,Capital Goods,SURYAROSNI,EQ,Capital Goods,SURYAROSNI.NS,#N/A
Suzlon Energy Limited,Capital Goods,SUZLON,EQ,Capital Goods,SUZLON.NS,F&O
Swan Corp Ltd.,Chemicals,SWANCORP,EQ,Chemicals,SWANCORP.NS,#N/A
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,Consumer Services,SWIGGY.NS,F&O
Symphony Limited,Consumer Durables,SYMPHONY,EQ,Consumer Durables,SYMPHONY.NS,#N/A
Syngene International Limited,Healthcare,SYNGENE,EQ,Healthcare,SYNGENE.NS,#N/A
Syrma SGS Technology Limited,Capital Goods,SYRMA,EQ,Capital Goods,SYRMA.NS,#N/A
Tanla Platforms Limited,Information Technology,TANLA,EQ,Information Technology,TANLA.NS,#N/A
TARC Limited,Realty,TARC,EQ,Realty,TARC.NS,#N/A
Transformers And Rectifiers (India) Ltd.,Capital Goods,TARIL,EQ,Capital Goods,TARIL.NS,#N/A
Tasty Bite Eatables Limited,Fast Moving Consumer Goods,TASTYBITE,EQ,Fast Moving Consumer Goods,TASTYBITE.NS,#N/A
Tata Chemicals Limited,Chemicals,TATACHEM,EQ,Chemicals,TATACHEM.NS,#N/A
Tata Communications Limited,Telecommunication,TATACOMM,EQ,Telecommunication,TATACOMM.NS,#N/A
TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,TATACONSUM,EQ,Fast Moving Consumer Goods,TATACONSUM.NS,F&O
Tata Elxsi Limited,Information Technology,TATAELXSI,EQ,Information Technology,TATAELXSI.NS,F&O
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,Financial Services,TATAINVEST.NS,#N/A
Tata Power Company Limited,Power,TATAPOWER,EQ,Power,TATAPOWER.NS,F&O
Tata Steel Limited,Metals & Mining,TATASTEEL,EQ,Metals & Mining,TATASTEEL.NS,F&O
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,Information Technology,TATATECH.NS,#N/A
Tatva Chintan Pharma Chem Limited,Chemicals,TATVA,EQ,Chemicals,TATVA.NS,#N/A
TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,Consumer Services,TBOTEK.NS,#N/A
Transport Corporation of India Limited,Services,TCI,EQ,Services,TCI.NS,#N/A
TCI Express Limited,Services,TCIEXP,EQ,Services,TCIEXP.NS,#N/A
Tata Consultancy Services Limited,Information Technology,TCS,EQ,Information Technology,TCS.NS,F&O
TD Power Systems Limited,Capital Goods,TDPOWERSYS,EQ,Capital Goods,TDPOWERSYS.NS,#N/A
Teamlease Services Limited,Services,TEAMLEASE,EQ,Services,TEAMLEASE.NS,#N/A
Tech Mahindra Limited,Information Technology,TECHM,EQ,Information Technology,TECHM.NS,F&O
Techno Electric & Engineering Company Limited,Construction,TECHNOE,EQ,Construction,TECHNOE.NS,#N/A
Tega Industries Limited,Capital Goods,TEGA,EQ,Capital Goods,TEGA.NS,#N/A
Tejas Networks Limited,Telecommunication,TEJASNET,EQ,Telecommunication,TEJASNET.NS,#N/A
Texmaco Rail & Engineering Limited,Capital Goods,TEXRAIL,EQ,Capital Goods,TEXRAIL.NS,#N/A
Thangamayil Jewellery Limited,Consumer Durables,THANGAMAYL,EQ,Consumer Durables,THANGAMAYL.NS,#N/A
Leela Palaces Hotels & Resorts Ltd.,Consumer Services,THELEELA,EQ,Consumer Services,THELEELA.NS,#N/A
Thermax Limited,Capital Goods,THERMAX,EQ,Capital Goods,THERMAX.NS,#N/A
Tilaknagar Industries Limited,Fast Moving Consumer Goods,TI,EQ,Fast Moving Consumer Goods,TI.NS,#N/A
Technocraft Industries (India) Limited,Capital Goods,TIIL,EQ,Capital Goods,TIIL.NS,#N/A
Tube Investments of India Limited,Automobile and Auto Components,TIINDIA,EQ,Automobile and Auto Components,TIINDIA.NS,F&O
Time Technoplast Limited,Capital Goods,TIMETECHNO,EQ,Capital Goods,TIMETECHNO.NS,#N/A
Timken India Limited,Capital Goods,TIMKEN,EQ,Capital Goods,TIMKEN.NS,#N/A
TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,TITAGARH,EQ,Capital Goods,TITAGARH.NS,#N/A
Titan Company Limited,Consumer Durables,TITAN,EQ,Consumer Durables,TITAN.NS,F&O
Tamilnad Mercantile Bank Limited,Financial Services,TMB,EQ,Financial Services,TMB.NS,#N/A
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,Automobile and Auto Components,TMPV.NS,F&O
Torrent Pharmaceuticals Limited,Healthcare,TORNTPHARM,EQ,Healthcare,TORNTPHARM.NS,F&O
Torrent Power Limited,Power,TORNTPOWER,EQ,Power,TORNTPOWER.NS,#N/A
Trent Limited,Consumer Services,TRENT,EQ,Consumer Services,TRENT.NS,F&O
Trident Limited,Textiles,TRIDENT,EQ,Textiles,TRIDENT.NS,#N/A
Triveni Turbine Limited,Capital Goods,TRITURBINE,EQ,Capital Goods,TRITURBINE.NS,#N/A
Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,TRIVENI,EQ,Fast Moving Consumer Goods,TRIVENI.NS,#N/A
TTK Prestige Limited,Consumer Durables,TTKPRESTIG,EQ,Consumer Durables,TTKPRESTIG.NS,#N/A
Tata Teleservices (Maharashtra) Limited,Telecommunication,TTML,EQ,Telecommunication,TTML.NS,#N/A
TVS Holdings Limited,Automobile and Auto Components,TVSHLTD,EQ,Automobile and Auto Components,TVSHLTD.NS,#N/A
TVS Motor Company Limited,Automobile and Auto Components,TVSMOTOR,EQ,Automobile and Auto Components,TVSMOTOR.NS,F&O
TVS Supply Chain Solutions Limited,Services,TVSSCS,EQ,Services,TVSSCS.NS,#N/A
TVS Srichakra Limited,Automobile and Auto Components,TVSSRICHAK,EQ,Automobile and Auto Components,TVSSRICHAK.NS,#N/A
United Breweries Limited,Fast Moving Consumer Goods,UBL,EQ,Fast Moving Consumer Goods,UBL.NS,#N/A
UCO Bank,Financial Services,UCOBANK,EQ,Financial Services,UCOBANK.NS,#N/A
Ujjivan Small Finance Bank Limited,Financial Services,UJJIVANSFB,EQ,Financial Services,UJJIVANSFB.NS,#N/A
UltraTech Cement Limited,Construction Materials,ULTRACEMCO,EQ,Construction Materials,ULTRACEMCO.NS,F&O
Union Bank of India,Financial Services,UNIONBANK,EQ,Financial Services,UNIONBANK.NS,F&O
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,Fast Moving Consumer Goods,UNITDSPR.NS,F&O
UNO Minda Limited,Automobile and Auto Components,UNOMINDA,EQ,Automobile and Auto Components,UNOMINDA.NS,F&O
UPL Limited,Chemicals,UPL,EQ,Chemicals,UPL.NS,F&O
Usha Martin Limited,Capital Goods,USHAMART,EQ,Capital Goods,USHAMART.NS,#N/A
UTI Asset Management Company Limited,Financial Services,UTIAMC,EQ,Financial Services,UTIAMC.NS,#N/A
Utkarsh Small Finance Bank Limited,Financial Services,UTKARSHBNK,EQ,Financial Services,UTKARSHBNK.NS,#N/A
Vaibhav Global Limited,Consumer Durables,VAIBHAVGBL,EQ,Consumer Durables,VAIBHAVGBL.NS,#N/A
Varroc Engineering Limited,Automobile and Auto Components,VARROC,EQ,Automobile and Auto Components,VARROC.NS,#N/A
Varun Beverages Limited,Fast Moving Consumer Goods,VBL,EQ,Fast Moving Consumer Goods,VBL.NS,F&O
Vedanta Limited,Metals & Mining,VEDL,EQ,Metals & Mining,VEDL.NS,F&O
Ventive Hospitality Ltd.,Consumer Services,VENTIVE,EQ,Consumer Services,VENTIVE.NS,#N/A
Venus Pipes & Tubes Limited,Capital Goods,VENUSPIPES,EQ,Capital Goods,VENUSPIPES.NS,#N/A
Vesuvius India Limited,Capital Goods,VESUVIUS,EQ,Capital Goods,VESUVIUS.NS,#N/A
V-Guard Industries Limited,Consumer Durables,VGUARD,EQ,Consumer Durables,VGUARD.NS,#N/A
Vijaya Diagnostic Centre Limited,Healthcare,VIJAYA,EQ,Healthcare,VIJAYA.NS,#N/A
Vinati Organics Limited,Chemicals,VINATIORGA,EQ,Chemicals,VINATIORGA.NS,#N/A
VIP Industries Limited,Consumer Durables,VIPIND,EQ,Consumer Durables,VIPIND.NS,#N/A
V-Mart Retail Limited,Consumer Services,VMART,EQ,Consumer Services,VMART.NS,#N/A
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,Consumer Services,VMM.NS,F&O
Voltamp Transformers Limited,Capital Goods,VOLTAMP,EQ,Capital Goods,VOLTAMP.NS,#N/A
Voltas Limited,Consumer Durables,VOLTAS,EQ,Consumer Durables,VOLTAS.NS,F&O
VRL Logistics Limited,Services,VRLLOG,EQ,Services,VRLLOG.NS,#N/A
VST Industries Limited,Fast Moving Consumer Goods,VSTIND,EQ,Fast Moving Consumer Goods,VSTIND.NS,#N/A
V.S.T Tillers Tractors Limited,Capital Goods,VSTTILLERS,EQ,Capital Goods,VSTTILLERS.NS,#N/A
Vardhman Textiles Limited,Textiles,VTL,EQ,Textiles,VTL.NS,#N/A
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,Capital Goods,WAAREEENER.NS,F&O
VA Tech Wabag Limited,Utilities,WABAG,EQ,Utilities,WABAG.NS,#N/A
Welspun Corp Limited,Capital Goods,WELCORP,EQ,Capital Goods,WELCORP.NS,#N/A
Welspun Enterprises Limited,Construction,WELENT,EQ,Construction,WELENT.NS,#N/A
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,Textiles,WELSPUNLIV.NS,#N/A
WESTLIFE FOODWORLD LIMITED,Consumer Services,WESTLIFE,EQ,Consumer Services,WESTLIFE.NS,#N/A
Whirlpool of India Limited,Consumer Durables,WHIRLPOOL,EQ,Consumer Durables,WHIRLPOOL.NS,#N/A
Wipro Limited,Information Technology,WIPRO,EQ,Information Technology,WIPRO.NS,F&O
Wockhardt Limited,Healthcare,WOCKPHARMA,EQ,Healthcare,WOCKPHARMA.NS,#N/A
Wonderla Holidays Limited,Consumer Services,WONDERLA,EQ,Consumer Services,WONDERLA.NS,#N/A
West Coast Paper Mills Limited,Forest Materials,WSTCSTPAPR,EQ,Forest Materials,WSTCSTPAPR.NS,#N/A
Yatharth Hospital & Trauma Care Services Limited,Healthcare,YATHARTH,EQ,Healthcare,YATHARTH.NS,#N/A
Yes Bank Limited,Financial Services,YESBANK,EQ,Financial Services,YESBANK.NS,F&O
Zaggle Prepaid Ocean Services Limited,Information Technology,ZAGGLE,EQ,Information Technology,ZAGGLE.NS,#N/A
Zee Entertainment Enterprises Limited,"Media, Entertainment & Publication",ZEEL,EQ,"Media, Entertainment & Publication",ZEEL.NS,#N/A
Zensar Technologies Limited,Information Technology,ZENSARTECH,EQ,Information Technology,ZENSARTECH.NS,#N/A
Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,Capital Goods,ZENTEC.NS,#N/A
ZF Commercial Vehicle Control Systems India Limited,Automobile and Auto Components,ZFCVINDIA,EQ,Automobile and Auto Components,ZFCVINDIA.NS,#N/A
Zydus Lifesciences Limited,Healthcare,ZYDUSLIFE,EQ,Healthcare,ZYDUSLIFE.NS,F&O
Zydus Wellness Limited,Fast Moving Consumer Goods,ZYDUSWELL,EQ,Fast Moving Consumer Goods,ZYDUSWELL.NS,#N/A
