ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
ITI.NS,ITI Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,19.1,12.4,16.09,10.0,19.1,12.4,26.09,16.02,3.99,212738075.68,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",268,269,Stage 3,watchlist,weekly_watchlist,26.54,1,-0.4499999999999993,False,False,False,False,False
NAVNETEDUL.NS,Navneet Education Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,6.12,3.13,4.77,0.0,6.12,3.13,4.77,3.18,4.16,25392980.79,"Stage 3, weekly_volume_dryup, distribution_risk",657,658,Stage 3,watchlist,weekly_watchlist,5.58,1,-0.8100000000000005,False,False,False,False,False
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Stage 2,watchlist,weekly_forming,watchlist,39.53,60.43,48.94,10.0,39.53,60.43,58.94,21.68,12.63,451526190.45,"Stage 2, weekly_vcp_ok, weekly_strong",29,30,Stage 2,watchlist,weekly_forming,60.13,1,-1.1900000000000048,False,False,False,False,False
DCXINDIA.NS,DCX Systems Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,16.58,43.4,28.65,10.0,16.58,43.4,38.65,11.39,13.61,295986108.73,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",128,129,Stage 3,watchlist,weekly_watchlist,39.97,1,-1.3200000000000003,False,False,False,False,False
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Metals & Mining,Stage 2,watchlist,weekly_forming,watchlist,40.56,64.36,51.27,10.0,40.56,64.36,61.27,23.87,30.72,1808904637.2,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",22,23,Stage 2,watchlist,weekly_forming,62.61,1,-1.3399999999999963,False,False,False,False,False
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,59.88,29.6,46.25,10.0,59.88,29.6,56.25,49.58,59.85,990730135.41,"Stage 2, trend_template_ok, weekly_volume_dryup",43,44,Stage 2,watchlist,weekly_watchlist,57.89,1,-1.6400000000000006,False,False,False,False,False
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,Stage 2,watchlist,weekly_breakout,watchlist,36.68,61.4,47.8,10.0,36.68,61.4,57.8,29.28,51.26,6031526465.5,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",34,35,Stage 2,watchlist,weekly_breakout,59.62,1,-1.8200000000000003,False,False,False,False,False
ASIANPAINT.NS,Asian Paints Limited,Consumer Durables,Stage 2,watchlist,weekly_watchlist,watchlist,48.76,33.93,42.09,0.0,48.76,33.93,42.09,17.95,1.36,3472760285.39,Stage 2,102,103,Stage 2,watchlist,weekly_watchlist,44.25,1,-2.1599999999999966,False,False,False,False,False
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.81,-15.13,633909925.64,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",745,745,Stage 4,watchlist,weekly_watchlist,0.0,0,0.0,False,False,False,False,False
KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.48,-20.43,4299835824.65,"Stage 4, downtrend",746,746,Stage 4,watchlist,weekly_watchlist,0.0,0,0.0,False,False,False,False,False
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.23,-13.86,60080350.52,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",755,755,Stage 4,watchlist,weekly_watchlist,0.0,0,0.0,False,False,False,False,False
AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,3.2,1.44,10.0,0.0,3.2,11.44,-1.28,0.53,169928897.29,"Stage 4, weekly_volume_dryup, downtrend",519,519,Stage 4,watchlist,weekly_watchlist,11.58,0,-0.14000000000000057,False,False,False,False,False
3MINDIA.NS,3M India Limited,Diversified,Stage 1,watchlist,weekly_watchlist,watchlist,11.05,12.48,11.69,2.0,11.05,12.48,13.69,-1.21,2.03,196303385.25,"Stage 1, stage1_not_actionable, stage1_needs_more_base",463,463,Stage 1,watchlist,weekly_watchlist,14.13,0,-0.4400000000000013,False,False,False,False,False
ADANIENT.NS,Adani Enterprises Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,22.01,28.22,24.8,10.0,22.01,28.22,34.8,39.3,38.95,7693688096.69,Stage 2,165,165,Stage 2,watchlist,weekly_watchlist,35.28,0,-0.480000000000004,False,False,False,False,False
NCC.NS,NCC Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,16.08,2.53,9.98,0.0,16.08,2.53,9.98,6.44,-5.14,376371303.77,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",551,551,Stage 3,watchlist,weekly_watchlist,10.51,0,-0.5299999999999994,False,False,False,False,False
BANKINDIA.NS,Bank of India,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,8.28,0.0,4.55,0.0,8.28,0.0,4.55,-12.28,5.57,1556835674.47,"Stage 4, downtrend",663,663,Stage 4,watchlist,weekly_watchlist,5.4,0,-0.8500000000000005,False,False,False,False,False
WELCORP.NS,Welspun Corp Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,45.88,65.8,54.84,10.0,45.88,65.8,64.84,80.83,68.07,1204031650.68,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",14,14,Stage 2,watchlist,weekly_breakout,67.28,0,-2.4399999999999977,False,False,False,False,False
RADICO.NS,Radico Khaitan Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,56.77,39.36,48.94,2.0,56.77,39.36,50.94,36.88,16.67,1458079637.43,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",64,64,Stage 2,watchlist,weekly_watchlist,53.54,0,-2.6000000000000014,False,False,False,False,False
NLCINDIA.NS,NLC India Ltd.,Power,Stage 2,forming_vcp,weekly_breakout,watchlist,57.97,65.8,61.49,10.0,57.97,65.8,71.49,36.21,47.51,3276999840.22,"Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong",6,5,Stage 2,watchlist,weekly_breakout,71.47,-1,0.01999999999999602,False,False,False,False,False
TTKPRESTIG.NS,TTK Prestige Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,-8.18,502415534.49,"Stage 3, volume_dryup, distribution_risk",753,752,Stage 3,watchlist,weekly_watchlist,0.0,-1,0.0,False,False,False,False,False
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,-4.26,54316793.86,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",754,753,Stage 4,watchlist,weekly_watchlist,0.0,-1,0.0,False,False,False,False,False
BORORENEW.NS,BOROSIL RENEWABLES LIMITED,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.37,3.77,10.0,0.0,8.37,13.77,11.91,-8.2,463393284.81,"Stage 3, distribution_risk",462,461,Stage 3,watchlist,weekly_watchlist,14.15,-1,-0.3800000000000008,False,False,False,False,False
DELTACORP.NS,Delta Corp Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,41.8,18.81,0.0,0.0,41.8,18.81,14.24,5.74,650079910.24,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",374,373,Stage 3,watchlist,weekly_watchlist,19.4,-1,-0.5899999999999999,False,False,False,False,False
JLHL.NS,Jupiter Life Line Hospitals Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,7.1,49.0,25.96,10.0,7.1,49.0,35.96,9.73,2.23,113263112.92,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",153,152,Stage 3,watchlist,weekly_watchlist,36.61,-1,-0.6499999999999986,False,False,False,False,False
CASTROLIND.NS,Castrol India Limited,"Oil, Gas & Consumable Fuels",Stage 3,watchlist,weekly_watchlist,watchlist,18.88,50.68,33.19,2.0,18.88,50.68,35.19,8.9,8.88,189790447.84,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",158,157,Stage 3,watchlist,weekly_watchlist,36.15,-1,-0.9600000000000009,False,False,False,False,False
APARINDS.NS,Apar Industries Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,59.51,31.24,46.79,10.0,59.51,31.24,56.79,26.48,49.9,1327162004.9,"Stage 2, trend_template_ok, weekly_volume_dryup",39,38,Stage 2,watchlist,weekly_watchlist,59.39,-1,-2.6000000000000014,False,False,False,False,False
CGPOWER.NS,CG Power and Industrial Solutions Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,17.88,65.1,39.13,10.0,17.88,65.1,49.13,31.09,41.88,3857028959.39,"Stage 2, weekly_vcp_ok, weekly_strong",72,71,Stage 2,watchlist,weekly_breakout,52.17,-1,-3.039999999999999,False,False,False,False,False
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,43.94,26.07,35.9,10.0,43.94,26.07,45.9,22.69,22.0,489476312.26,"Stage 2, volume_dryup, weekly_volume_dryup",80,79,Stage 2,watchlist,weekly_watchlist,49.99,-1,-4.090000000000003,False,False,False,False,False
NATIONALUM.NS,National Aluminium Company Limited,Metals & Mining,Stage 2,watchlist,weekly_near_pivot,watchlist,59.85,73.8,66.13,10.0,59.85,73.8,76.13,28.81,79.0,5165376771.66,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",2,1,Stage 2,watchlist,weekly_near_pivot,84.38,-1,-8.25,False,False,False,False,False
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,42.21,18.99,10.0,0.0,42.21,28.99,6.45,6.64,101773444.53,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",231,229,Stage 3,watchlist,weekly_watchlist,28.93,-2,0.05999999999999872,False,False,False,False,False
MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.41,-22.15,58071523.63,"Stage 4, downtrend",749,747,Stage 4,watchlist,weekly_watchlist,0.0,-2,0.0,False,False,False,False,False
RITES.NS,RITES Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-5.38,141126851.83,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",750,748,Stage 4,watchlist,weekly_watchlist,0.0,-2,0.0,False,False,False,False,False
RSYSTEMS.NS,R Systems International Limited,Information Technology,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,-23.16,200421448.02,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",751,749,Stage 4,watchlist,weekly_watchlist,0.0,-2,0.0,False,False,False,False,False
SUNTECK.NS,Sunteck Realty Limited,Realty,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.37,-20.52,120915980.71,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",752,750,Stage 4,watchlist,weekly_watchlist,0.0,-2,0.0,False,False,False,False,False
INDIAMART.NS,Indiamart Intermesh Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,10.82,36.9,22.56,0.0,10.82,36.9,22.56,-1.04,-4.72,159829229.05,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",315,313,Stage 4,watchlist,weekly_watchlist,22.74,-2,-0.17999999999999972,False,False,False,False,False
GOKEX.NS,Gokaldas Exports Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,18.46,39.8,28.06,5.0,18.46,39.8,33.06,11.02,-13.83,347357422.16,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",184,182,Stage 3,watchlist,weekly_watchlist,33.47,-2,-0.4099999999999966,False,False,False,False,False
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,Stage 2,watchlist,weekly_breakout,watchlist,46.23,70.51,57.16,0.0,46.23,70.51,57.16,30.75,16.36,1265680361.94,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",36,34,Stage 2,watchlist,weekly_breakout,59.65,-2,-2.490000000000002,False,False,False,False,False
TATVA.NS,Tatva Chintan Pharma Chem Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,15.6,39.8,26.49,5.0,15.6,39.8,31.49,6.22,-7.71,80541975.38,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",199,196,Stage 3,watchlist,weekly_watchlist,31.49,-3,0.0,False,False,False,False,False
BASF.NS,BASF India Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,10.7,39.8,23.8,5.0,10.7,39.8,28.8,2.47,-10.77,157940658.82,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",236,233,Stage 3,watchlist,weekly_watchlist,28.8,-3,0.0,False,False,False,False,False
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,1.62,0.73,10.0,0.0,1.62,10.73,27.29,24.91,951485493.33,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",535,532,Stage 3,watchlist,weekly_watchlist,11.21,-3,-0.4800000000000004,False,False,False,False,False
TRENT.NS,Trent Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,17.43,12.48,15.2,0.0,17.43,12.48,15.2,14.03,6.78,2951044584.36,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",438,435,Stage 3,watchlist,weekly_watchlist,15.73,-3,-0.5300000000000011,False,False,False,False,False
DHANUKA.NS,Dhanuka Agritech Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,8.85,8.78,8.82,5.0,8.85,8.78,13.82,9.53,-1.77,281005162.41,"Stage 3, distribution_risk",461,458,Stage 3,watchlist,weekly_watchlist,14.4,-3,-0.5800000000000001,False,False,False,False,False
MAPMYINDIA.NS,C.E. Info Systems Limited,Information Technology,Stage 4,watchlist,weekly_watchlist,watchlist,8.2,4.0,6.31,0.0,8.2,4.0,6.31,-11.68,-39.58,697347834.23,"Stage 4, downtrend",620,617,Stage 4,watchlist,weekly_watchlist,7.22,-3,-0.9100000000000001,False,False,False,False,False
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,35.5,31.5,33.7,10.0,35.5,31.5,43.7,26.37,28.61,2142063610.65,"Stage 2, trend_template_ok, weekly_volume_dryup",96,93,Stage 2,watchlist,weekly_watchlist,45.65,-3,-1.9499999999999957,False,False,False,False,False
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,36.25,39.14,37.55,0.0,36.25,39.14,37.55,37.16,34.22,811483789.17,"Stage 2, trend_template_ok",135,132,Stage 2,watchlist,weekly_watchlist,39.75,-3,-2.200000000000003,False,False,False,False,False
SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,34.12,65.8,48.38,10.0,34.12,65.8,58.38,60.93,54.69,2658946037.94,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",31,28,Stage 2,watchlist,weekly_breakout,61.13,-3,-2.75,False,False,False,False,False
CUMMINSIND.NS,Cummins India Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,59.82,64.09,61.74,10.0,59.82,64.09,71.74,23.52,39.37,3011586671.5,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",5,2,Stage 2,watchlist,weekly_breakout,75.21,-3,-3.469999999999999,False,False,False,False,False
NEOGEN.NS,Neogen Chemicals Limited,Chemicals,Stage 2,watchlist,weekly_breakout,watchlist,18.86,65.8,39.98,5.0,18.86,65.8,44.98,43.37,62.81,183394590.4,"Stage 2, weekly_vcp_ok, weekly_strong",87,84,Stage 2,watchlist,weekly_breakout,48.55,-3,-3.5700000000000003,False,False,False,False,False
SIEMENS.NS,Siemens Ltd.,Capital Goods,Stage 2,watchlist,weekly_near_pivot,watchlist,34.79,70.34,50.79,10.0,34.79,70.34,60.79,18.79,26.59,2308077345.66,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",24,21,Stage 2,watchlist,weekly_near_pivot,64.38,-3,-3.5899999999999963,False,False,False,False,False
PCBL.NS,PCBL LIMITED,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,13.04,39.88,25.12,5.0,13.04,39.88,30.12,3.36,-2.55,531687908.09,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",214,210,Stage 3,watchlist,weekly_watchlist,29.96,-4,0.16000000000000014,False,False,False,False,False
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,16.29,48.36,30.72,0.0,16.29,48.36,30.72,18.38,-12.75,7834207185.8,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",204,200,Stage 3,watchlist,weekly_watchlist,30.69,-4,0.029999999999997584,False,False,False,False,False
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,17.46,41.06,28.08,5.0,17.46,41.06,33.08,16.75,-4.15,173275841.06,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",183,179,Stage 3,watchlist,weekly_watchlist,33.54,-4,-0.46000000000000085,False,False,False,False,False
HATHWAY.NS,Hathway Cable & Datacom Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,7.59,39.8,22.08,0.0,7.59,39.8,22.08,6.82,-9.14,20555471.15,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",320,316,Stage 3,watchlist,weekly_watchlist,22.58,-4,-0.5,False,False,False,False,False
STARCEMENT.NS,Star Cement Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,6.77,1.12,4.23,0.0,6.77,1.12,4.23,6.43,4.8,56215086.61,"Stage 3, weekly_volume_dryup, distribution_risk",666,662,Stage 3,watchlist,weekly_watchlist,5.42,-4,-1.1899999999999995,False,False,False,False,False
TRITURBINE.NS,Triveni Turbine Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,36.5,28.4,32.86,10.0,36.5,28.4,42.86,48.08,38.62,2891188400.14,"Stage 2, trend_template_ok",100,96,Stage 2,watchlist,weekly_watchlist,44.77,-4,-1.9100000000000037,False,False,False,False,False
THERMAX.NS,Thermax Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,36.0,65.8,49.41,10.0,36.0,65.8,59.41,64.71,83.12,2417819909.15,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",28,24,Stage 2,watchlist,weekly_breakout,62.16,-4,-2.75,False,False,False,False,False
SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.03,6.68,11.82,0.0,16.03,6.68,11.82,17.86,-7.05,99688546.65,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",509,504,Stage 3,watchlist,weekly_watchlist,12.24,-5,-0.41999999999999993,False,False,False,False,False
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,13.53,16.43,14.84,5.0,13.53,16.43,19.84,5.16,-0.81,304421480.15,"Stage 3, distribution_risk",356,351,Stage 3,watchlist,weekly_watchlist,20.55,-5,-0.7100000000000009,False,False,False,False,False
ASTRAMICRO.NS,Astra Microwave Products Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,21.36,23.6,22.37,10.0,21.36,23.6,32.37,40.81,49.15,1742453287.33,Stage 2,189,184,Stage 2,watchlist,weekly_watchlist,33.35,-5,-0.980000000000004,False,False,False,False,False
TEJASNET.NS,Tejas Networks Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,54.22,24.4,10.0,0.0,54.22,34.4,49.82,14.35,4743935607.34,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",168,163,Stage 3,watchlist,weekly_watchlist,35.51,-5,-1.1099999999999994,False,False,False,False,False
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Capital Goods,Stage 2,watchlist,weekly_forming,watchlist,56.67,65.0,60.42,10.0,56.67,65.0,70.42,34.39,46.47,517752830.65,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",9,4,Stage 2,watchlist,weekly_forming,71.95,-5,-1.5300000000000011,False,False,False,False,False
DATAPATTNS.NS,Data Patterns (India) Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,38.71,23.38,31.81,10.0,38.71,23.38,41.81,26.42,39.41,4020757905.53,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",105,100,Stage 2,watchlist,weekly_watchlist,44.52,-5,-2.710000000000001,False,False,False,False,False
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Stage 2,watchlist,weekly_near_pivot,watchlist,39.68,54.1,46.17,10.0,39.68,54.1,56.17,9.86,10.11,5492077221.24,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",44,39,Stage 2,watchlist,weekly_near_pivot,59.23,-5,-3.059999999999995,False,False,False,False,False
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,36.89,70.21,51.88,10.0,36.89,70.21,61.88,12.32,20.81,3807047220.7,"Stage 2, weekly_vcp_ok, weekly_strong",20,15,Stage 2,watchlist,weekly_breakout,66.79,-5,-4.910000000000004,False,False,False,False,False
NOCIL.NS,NOCIL Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,41.88,18.85,5.0,0.0,41.88,23.85,17.98,2.78,111010041.95,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",297,291,Stage 3,watchlist,weekly_watchlist,24.2,-6,-0.34999999999999787,False,False,False,False,False
GARFIBRES.NS,Garware Technical Fibres Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,14.11,11.37,12.88,5.0,14.11,11.37,17.88,8.12,1.57,64876135.9,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",392,386,Stage 3,watchlist,weekly_watchlist,18.34,-6,-0.46000000000000085,False,False,False,False,False
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,12.83,35.8,23.17,10.0,12.83,35.8,33.17,-5.75,-16.36,194114363.85,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",182,176,Stage 4,watchlist,weekly_watchlist,33.64,-6,-0.46999999999999886,False,False,False,False,False
AGARWALEYE.NS,Dr. Agarwal's Health Care Ltd.,Healthcare,Stage 1,watchlist,weekly_watchlist,watchlist,10.33,19.86,14.62,10.0,10.33,19.86,24.62,13.7,4.94,46005668.76,"Stage 1, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",287,281,Stage 3,watchlist,weekly_watchlist,25.33,-6,-0.7099999999999973,False,False,False,False,False
RAIN.NS,Rain Industries Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,40.59,27.2,34.56,5.0,40.59,27.2,39.56,31.45,87.16,1900394641.25,Stage 2,122,116,Stage 2,watchlist,weekly_watchlist,41.21,-6,-1.6499999999999986,False,False,False,False,False
TATASTEEL.NS,Tata Steel Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,34.59,27.69,31.49,10.0,34.59,27.69,41.49,5.74,35.17,6615304515.54,"Stage 2, trend_template_ok",108,102,Stage 2,watchlist,weekly_watchlist,44.3,-6,-2.809999999999995,False,False,False,False,False
SONACOMS.NS,Sona BLW Precision Forgings Limited,Automobile and Auto Components,Stage 2,watchlist,weekly_breakout,watchlist,38.87,63.52,49.96,2.0,38.87,63.52,51.96,18.09,28.11,1246220754.21,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",62,56,Stage 2,watchlist,weekly_breakout,55.78,-6,-3.8200000000000003,False,False,False,False,False
GENUSPOWER.NS,Genus Power Infrastructures Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,43.05,19.37,10.0,0.0,43.05,29.37,25.9,6.57,233509226.44,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",226,219,Stage 3,watchlist,weekly_watchlist,29.56,-7,-0.18999999999999773,False,False,False,False,False
SUNTV.NS,Sun TV Network Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,12.29,39.0,24.31,0.0,12.29,39.0,24.31,-7.28,1.64,314130791.9,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",292,285,Stage 3,watchlist,weekly_watchlist,24.93,-7,-0.620000000000001,False,False,False,False,False
LEMONTREE.NS,Lemon Tree Hotels Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,17.1,8.0,13.01,0.0,17.1,8.0,13.01,4.1,-17.41,280147809.75,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",481,474,Stage 3,watchlist,weekly_watchlist,13.7,-7,-0.6899999999999995,False,False,False,False,False
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,12.83,11.16,12.08,5.0,12.83,11.16,17.08,9.94,-2.35,336736105.96,"Stage 3, distribution_risk",401,394,Stage 3,watchlist,weekly_watchlist,17.92,-7,-0.8400000000000034,False,False,False,False,False
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,26.51,33.82,29.8,10.0,26.51,33.82,39.8,43.02,35.15,1208929790.47,Stage 2,118,111,Stage 2,watchlist,weekly_watchlist,42.17,-7,-2.3700000000000045,False,False,False,False,False
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,66.38,35.46,52.47,0.0,66.38,35.46,52.47,23.85,34.76,1118018221.3,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",60,53,Stage 2,watchlist,weekly_watchlist,56.29,-7,-3.8200000000000003,False,False,False,False,False
