ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
PIIND.NS,PI Industries Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,5.0,0.0,35.8,21.11,-4.6,-11.34,1374323491.43,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",335,343,Stage 4,watchlist,weekly_watchlist,21.11,8,0.0,False,False,False,False,False
DEVYANI.NS,Devyani International Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,5.9,22.1,13.19,0.0,5.9,22.1,13.19,-5.26,-8.13,218820787.64,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, downtrend",478,486,Stage 4,watchlist,weekly_watchlist,13.19,8,0.0,False,False,False,False,False
DABUR.NS,Dabur India Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-11.01,-8.29,1296889178.62,"Stage 4, weekly_volume_dryup, downtrend",709,717,Stage 4,watchlist,weekly_watchlist,2.0,8,0.0,False,False,False,False,False
EMAMILTD.NS,Emami Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-8.24,-13.84,191427217.85,"Stage 4, weekly_volume_dryup, downtrend",710,718,Stage 4,watchlist,weekly_watchlist,2.0,8,0.0,False,False,False,False,False
JYOTHYLAB.NS,Jyothy Labs Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-15.19,-25.4,241433385.78,"Stage 4, downtrend",712,720,Stage 4,watchlist,weekly_watchlist,2.0,8,0.0,False,False,False,False,False
NIITMTS.NS,NIIT Learning Systems Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,0.0,0.0,4.0,1.8,-27.12,-33.61,147037359.66,"Stage 4, downtrend",721,729,Stage 4,watchlist,weekly_watchlist,1.8,8,0.0,False,False,False,False,False
RVNL.NS,Rail Vikas Nigam Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,0.0,0.0,4.0,1.8,-15.91,-15.19,2654816587.96,"Stage 4, downtrend",722,730,Stage 4,watchlist,weekly_watchlist,1.8,8,0.0,False,False,False,False,False
SYMPHONY.NS,Symphony Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,0.0,0.0,4.0,1.8,-9.5,-10.52,89809667.55,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",723,731,Stage 4,watchlist,weekly_watchlist,1.8,8,0.0,False,False,False,False,False
DMART.NS,Avenue Supermarts Limited,Consumer Services,Stage 1,watchlist,weekly_watchlist,watchlist,0.0,44.29,19.93,0.0,0.0,44.29,19.93,13.37,11.54,1562977829.29,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",354,362,Stage 1,watchlist,weekly_watchlist,19.94,8,-0.010000000000001563,False,False,False,False,False
GODFRYPHLP.NS,Godfrey Phillips India Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,0.27,0.12,2.0,0.0,0.27,2.12,15.95,-13.26,2114523310.21,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",704,712,Stage 3,watchlist,weekly_watchlist,2.17,8,-0.04999999999999982,False,False,False,False,False
CARTRADE.NS,Cartrade Tech Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,14.71,0.0,8.09,0.0,14.71,0.0,8.09,7.6,-34.27,1591594796.43,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",587,595,Stage 3,watchlist,weekly_watchlist,8.44,8,-0.34999999999999964,False,False,False,False,False
PRIVISCL.NS,Privi Speciality Chemicals Limited,Chemicals,Stage 2,watchlist,weekly_forming,watchlist,36.22,61.53,47.61,5.0,36.22,61.53,52.61,19.39,17.9,396147307.76,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong",59,67,Stage 2,watchlist,weekly_breakout,53.04,8,-0.4299999999999997,False,False,False,False,False
KEI.NS,KEI Industries Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,38.22,28.39,33.8,10.0,38.22,28.39,43.8,12.68,35.26,2525316677.85,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",91,99,Stage 2,watchlist,weekly_watchlist,44.57,8,-0.7700000000000031,False,False,False,False,False
RPOWER.NS,Reliance Power Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,9.9,8.0,9.04,10.0,9.9,8.0,19.04,14.05,-23.52,1007125570.42,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",372,379,Stage 3,watchlist,weekly_watchlist,18.97,7,0.07000000000000028,False,False,False,False,False
SKIPPER.NS,Skipper Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,5.0,45.8,23.36,10.0,5.0,45.8,33.36,55.59,27.17,536742647.11,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",178,185,Stage 3,watchlist,weekly_watchlist,33.31,7,0.04999999999999716,False,False,False,False,False
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,13.1,39.8,25.12,10.0,13.1,39.8,35.12,5.34,-11.36,143743994.11,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",159,166,Stage 3,watchlist,weekly_watchlist,35.12,7,0.0,False,False,False,False,False
WOCKPHARMA.NS,Wockhardt Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,7.62,9.2,8.33,10.0,7.62,9.2,18.33,65.92,78.29,7720021603.33,"Stage 3, distribution_risk",380,387,Stage 3,watchlist,weekly_watchlist,18.33,7,0.0,False,False,False,False,False
SYNGENE.NS,Syngene International Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,10.0,0.0,8.0,13.6,11.35,-20.81,793744960.31,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",468,475,Stage 3,watchlist,weekly_watchlist,13.6,7,0.0,False,False,False,False,False
TEXRAIL.NS,Texmaco Rail & Engineering Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,10.0,0.0,8.0,13.6,6.09,-10.1,1404336001.55,"Stage 3, volume_dryup, distribution_risk",469,476,Stage 3,watchlist,weekly_watchlist,13.6,7,0.0,False,False,False,False,False
SWANCORP.NS,Swan Corp Ltd.,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,12.2,4.0,8.51,5.0,12.2,4.0,13.51,-6.62,-17.67,260625796.43,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",472,479,Stage 4,watchlist,weekly_watchlist,13.51,7,0.0,False,False,False,False,False
ROUTE.NS,ROUTE MOBILE LIMITED,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,2.4,1.08,10.0,0.0,2.4,11.08,8.41,-13.71,108244780.01,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",529,536,Stage 3,watchlist,weekly_watchlist,11.08,7,0.0,False,False,False,False,False
BSOFT.NS,BIRLASOFT LIMITED,Information Technology,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,0.0,0.0,4.0,1.8,-6.55,-4.5,415917262.88,"Stage 4, downtrend",719,726,Stage 4,watchlist,weekly_watchlist,1.8,7,0.0,False,False,False,False,False
CARBORUNIV.NS,Carborundum Universal Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,41.2,60.65,49.95,10.0,41.2,60.65,59.95,31.62,33.56,346359853.18,"Stage 2, weekly_vcp_ok, weekly_strong",25,32,Stage 2,watchlist,weekly_breakout,59.96,7,-0.00999999999999801,False,False,False,False,False
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,40.65,60.87,49.75,10.0,40.65,60.87,59.75,18.72,12.0,1338958946.55,"Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",26,33,Stage 2,watchlist,weekly_breakout,59.83,7,-0.0799999999999983,False,False,False,False,False
KPIGREEN.NS,KPI Green Energy Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.04,3.62,10.0,0.0,8.04,13.62,16.52,3.91,782023822.87,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",466,473,Stage 3,watchlist,weekly_watchlist,13.72,7,-0.10000000000000142,False,False,False,False,False
WONDERLA.NS,Wonderla Holidays Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,36.9,16.61,0.0,0.0,36.9,16.61,7.12,-7.17,73509184.83,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",409,416,Stage 4,watchlist,weekly_watchlist,16.74,7,-0.129999999999999,False,False,False,False,False
ETERNAL.NS,Eternal Ltd.,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.2,39.86,26.85,0.0,16.2,39.86,26.85,8.68,-8.12,6488077434.19,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",252,259,Stage 3,watchlist,weekly_watchlist,27.03,7,-0.17999999999999972,False,False,False,False,False
RAINBOW.NS,Rainbow Childrens Medicare Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,20.38,43.08,30.59,10.0,20.38,43.08,40.59,21.18,11.6,265283269.49,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",114,121,Stage 3,watchlist,weekly_watchlist,40.88,7,-0.28999999999999915,False,False,False,False,False
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.24,12.49,5.75,2.0,0.24,12.49,7.75,27.07,17.79,65091724.96,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",594,601,Stage 3,watchlist,weekly_watchlist,8.07,7,-0.3200000000000003,False,False,False,False,False
KIRLOSIND.NS,Kirloskar Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,13.53,49.26,29.61,10.0,13.53,49.26,39.61,16.6,-2.02,58321204.36,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",121,128,Stage 3,watchlist,weekly_watchlist,40.05,7,-0.4399999999999977,False,False,False,False,False
TIMKEN.NS,Timken India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,34.92,32.24,33.71,10.0,34.92,32.24,43.71,14.59,23.82,340342325.8,Stage 2,94,101,Stage 2,watchlist,weekly_watchlist,44.42,7,-0.7100000000000009,False,False,False,False,False
JINDALSAW.NS,Jindal Saw Limited,Capital Goods,Stage 2,watchlist,weekly_near_pivot,watchlist,20.4,73.8,44.43,10.0,20.4,73.8,54.43,37.2,55.48,486687875.53,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",51,58,Stage 2,watchlist,weekly_near_pivot,55.33,7,-0.8999999999999986,False,False,False,False,False
KPIL.NS,Kalpataru Projects International Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,23.59,10.1,17.52,0.0,23.59,10.1,17.52,16.84,16.2,281470826.2,"Stage 3, distribution_risk",397,403,Stage 3,watchlist,weekly_watchlist,17.43,6,0.08999999999999986,False,False,False,False,False
KSCL.NS,Kaveri Seed Company Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,41.41,18.63,2.0,0.0,41.41,20.63,16.53,-0.47,111732278.95,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",342,348,Stage 3,watchlist,weekly_watchlist,20.57,6,0.05999999999999872,False,False,False,False,False
AMBER.NS,Amber Enterprises India Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,49.93,22.47,0.0,0.0,49.93,22.47,4.02,17.25,4235339979.97,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",316,322,Stage 3,watchlist,weekly_watchlist,22.45,6,0.019999999999999574,False,False,False,False,False
HGINFRA.NS,H.G. Infra Engineering Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,0.0,0.0,39.8,17.91,10.54,-25.08,115532593.72,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",390,396,Stage 3,watchlist,weekly_watchlist,17.91,6,0.0,False,False,False,False,False
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,17.48,12.88,15.41,0.0,17.48,12.88,15.41,13.95,-1.16,291230696.18,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",434,440,Stage 3,watchlist,weekly_watchlist,15.41,6,0.0,False,False,False,False,False
AWL.NS,Adani Wilmar Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,16.2,8.0,12.51,2.0,16.2,8.0,14.51,7.99,-17.93,514101438.96,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",449,455,Stage 3,watchlist,weekly_watchlist,14.51,6,0.0,False,False,False,False,False
RKFORGE.NS,Ramkrishna Forgings Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,2.92,1.31,10.0,0.0,2.92,11.31,13.52,15.7,349007342.03,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",522,528,Stage 3,watchlist,weekly_watchlist,11.31,6,0.0,False,False,False,False,False
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,22.19,9.99,5.0,0.0,22.19,14.99,50.66,11.28,716954990.03,"Stage 3, weekly_volume_dryup, distribution_risk",440,446,Stage 3,watchlist,weekly_watchlist,15.0,6,-0.009999999999999787,False,False,False,False,False
DCAL.NS,Dishman Carbogen Amcis Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,9.78,8.95,9.41,10.0,9.78,8.95,19.41,19.48,-9.97,195341773.94,"Stage 3, distribution_risk",366,372,Stage 3,watchlist,weekly_watchlist,19.42,6,-0.010000000000001563,False,False,False,False,False
TATATECH.NS,Tata Technologies Ltd.,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,22.08,20.61,21.42,0.0,22.08,20.61,21.42,30.64,15.42,1901003870.51,"Stage 3, weekly_volume_dryup, distribution_risk",330,336,Stage 3,watchlist,weekly_watchlist,21.49,6,-0.06999999999999673,False,False,False,False,False
RAILTEL.NS,Railtel Corporation Of India Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,17.02,3.22,10.81,10.0,17.02,3.22,20.81,7.96,0.23,367901933.34,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",340,346,Stage 3,watchlist,weekly_watchlist,20.94,6,-0.13000000000000256,False,False,False,False,False
HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,6.72,39.8,21.61,0.0,6.72,39.8,21.61,2.05,-26.1,32715649.18,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",326,332,Stage 3,watchlist,weekly_watchlist,21.83,6,-0.21999999999999886,False,False,False,False,False
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Stage 2,watchlist,weekly_near_pivot,watchlist,37.7,55.92,45.9,10.0,37.7,55.92,55.9,19.53,18.71,498098629.1,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",45,51,Stage 2,watchlist,weekly_near_pivot,56.43,6,-0.5300000000000011,False,False,False,False,False
CHEMPLASTS.NS,Chemplast Sanmar Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,7.72,0.0,4.25,5.0,7.72,0.0,9.25,-5.66,-15.19,82459614.56,"Stage 4, weekly_volume_dryup, downtrend",562,568,Stage 4,watchlist,weekly_watchlist,9.85,6,-0.5999999999999996,False,False,False,False,False
VIPIND.NS,VIP Industries Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,13.55,36.15,23.72,0.0,13.55,36.15,23.72,0.06,3.44,691528101.77,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",299,304,Stage 4,watchlist,weekly_watchlist,23.37,5,0.34999999999999787,False,False,False,False,False
MANYAVAR.NS,Vedant Fashions Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,15.57,8.0,12.16,0.0,15.57,8.0,12.16,6.02,-24.86,109461874.08,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",501,506,Stage 3,watchlist,weekly_watchlist,12.16,5,0.0,False,False,False,False,False
RUSTOMJEE.NS,Keystone Realtors Limited,Realty,Stage 4,watchlist,weekly_watchlist,watchlist,2.82,0.0,1.55,0.0,2.82,0.0,1.55,-2.25,-19.11,32794756.93,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",727,732,Stage 4,watchlist,weekly_watchlist,1.55,5,0.0,False,False,False,False,False
PSB.NS,Punjab & Sind Bank,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,3.57,0.0,1.96,0.0,3.57,0.0,1.96,-1.4,-11.43,33068014.69,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",718,723,Stage 4,watchlist,weekly_watchlist,2.0,5,-0.040000000000000036,False,False,False,False,False
KSL.NS,Kalyani Steels Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,7.37,3.32,10.0,0.0,7.37,13.32,19.29,18.44,52167292.9,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",476,481,Stage 3,watchlist,weekly_watchlist,13.37,5,-0.049999999999998934,False,False,False,False,False
AFFLE.NS,Affle (India) Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,18.0,11.1,14.89,0.0,18.0,11.1,14.89,12.83,-3.83,1147836361.52,"Stage 3, volume_dryup, distribution_risk",443,448,Stage 3,watchlist,weekly_watchlist,14.97,5,-0.08000000000000007,False,False,False,False,False
COCHINSHIP.NS,Cochin Shipyard Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,10.0,0.0,8.0,13.6,3.27,-4.59,2514990908.37,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",467,472,Stage 3,watchlist,weekly_watchlist,13.78,5,-0.17999999999999972,False,False,False,False,False
SUPREMEIND.NS,Supreme Industries Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,36.45,16.4,10.0,0.0,36.45,26.4,-5.09,11.57,546931679.88,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",260,265,Stage 4,watchlist,weekly_watchlist,26.61,5,-0.21000000000000085,False,False,False,False,False
HAL.NS,Hindustan Aeronautics Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,6.78,3.05,10.0,0.0,6.78,13.05,14.15,5.6,6664766180.69,"Stage 3, distribution_risk",480,485,Stage 3,watchlist,weekly_watchlist,13.27,5,-0.21999999999999886,False,False,False,False,False
ULTRACEMCO.NS,UltraTech Cement Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,0.0,0.0,8.0,3.6,-5.84,5.44,4324164396.15,"Stage 3, weekly_volume_dryup, distribution_risk",684,689,Stage 3,watchlist,weekly_watchlist,3.89,5,-0.29000000000000004,False,False,False,False,False
ACE.NS,Action Construction Equipment Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,16.96,40.27,27.45,10.0,16.96,40.27,37.45,5.81,-1.1,464020455.71,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",137,142,Stage 3,watchlist,weekly_watchlist,37.84,5,-0.39000000000000057,False,False,False,False,False
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,6.2,2.79,0.0,0.0,6.2,2.79,-5.41,-16.3,216967424.52,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",696,701,Stage 4,watchlist,weekly_watchlist,3.22,5,-0.43000000000000016,False,False,False,False,False
PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,14.02,2.4,8.79,0.0,14.02,2.4,8.79,3.11,-8.72,938765797.87,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",571,576,Stage 3,watchlist,weekly_watchlist,9.34,5,-0.5500000000000007,False,False,False,False,False
BIOCON.NS,Biocon Ltd.,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,27.21,61.03,42.43,10.0,27.21,61.03,52.43,15.56,16.75,2373007974.97,"Stage 2, weekly_vcp_ok, weekly_strong",61,66,Stage 2,watchlist,weekly_breakout,53.25,5,-0.8200000000000003,False,False,False,False,False
PRAJIND.NS,Praj Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.24,43.21,30.03,10.0,19.24,43.21,40.03,20.18,13.94,499356245.97,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",117,122,Stage 3,watchlist,weekly_watchlist,40.88,5,-0.8500000000000014,False,False,False,False,False
NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,Stage 2,watchlist,weekly_forming,watchlist,14.58,61.13,35.53,10.0,14.58,61.13,45.53,18.48,14.78,681967142.21,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",82,87,Stage 2,watchlist,weekly_forming,47.6,5,-2.0700000000000003,False,False,False,False,False
ADANIGREEN.NS,Adani Green Energy Limited,Power,Stage 2,watchlist,weekly_breakout,watchlist,58.77,65.8,61.93,10.0,58.77,65.8,71.93,57.82,50.25,5935537846.97,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",4,8,Stage 2,watchlist,weekly_breakout,70.87,4,1.0600000000000023,False,False,False,False,False
TEGA.NS,Tega Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.42,17.57,18.59,10.0,19.42,17.57,28.59,9.67,6.06,376851307.2,"Stage 3, distribution_risk",240,244,Stage 3,watchlist,weekly_watchlist,28.12,4,0.46999999999999886,False,False,False,False,False
BAJAJCON.NS,Bajaj Consumer Care Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,40.5,23.6,32.9,2.0,40.5,23.6,34.9,46.81,121.85,657304664.84,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",163,167,Stage 2,watchlist,weekly_watchlist,34.9,4,0.0,False,False,False,False,False
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,36.0,26.0,31.5,2.0,36.0,26.0,33.5,40.35,46.46,1854284654.41,"Stage 2, trend_template_ok",177,181,Stage 2,watchlist,weekly_watchlist,33.5,4,0.0,False,False,False,False,False
JYOTICNC.NS,Jyoti CNC Automation Ltd.,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,11.82,3.2,7.94,10.0,11.82,3.2,17.94,-22.13,-33.74,828094573.31,"Stage 4, downtrend",389,393,Stage 4,watchlist,weekly_watchlist,17.94,4,0.0,False,False,False,False,False
