ticker,Company Name,Industry,stage,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,weekly_setup_bucket,weekly_score,final_weekly_score,weekly_pivot,weekly_breakout_distance_pct,weekly_contraction_depths_pct,weekly_contraction_durations,weekly_contraction_score,weekly_base_duration_weeks,weekly_vcp_quality
LATENTVIEW.NS,Latent View Analytics Limited,Information Technology,Stage 3,8.03,-30.81,265058443.74,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,341.45,-10.72,"[48.83, 14.32]","[7, 4]",0.9,14.0,strong
MPHASIS.NS,MphasiS Limited,Information Technology,Stage 3,11.31,-12.51,1050547780.33,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,2980.21,-21.91,"[32.2, 16.76]","[17, 5]",0.9,24.0,strong
INFY.NS,Infosys Limited,Information Technology,Stage 3,-7.03,-19.3,16463216344.58,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,1350.09,-15.29,"[29.68, 20.91]","[6, 5]",0.9,14.0,strong
PERSISTENT.NS,Persistent Systems Limited,Information Technology,Stage 3,7.63,-12.95,2838649395.41,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,5615.21,-10.66,"[32.1, 18.35]","[4, 4]",0.9,14.0,strong
CAMPUS.NS,Campus Activewear Limited,Consumer Durables,Stage 3,-0.38,-3.87,132333558.44,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,260.5,-10.5,"[24.42, 10.93]","[7, 5]",0.9,14.0,strong
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,Stage 3,-1.19,-14.42,486794051.98,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,582.32,-10.2,"[24.35, 13.47]","[6, 3]",0.9,14.0,strong
NEWGEN.NS,Newgen Software Technologies Limited,Information Technology,Stage 3,5.42,-36.64,1731660246.28,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,534.93,-10.65,"[37.09, 18.93]","[6, 4]",0.9,14.0,strong
PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods,Stage 3,-12.22,-12.84,1303528122.32,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,478.49,-11.06,"[17.58, 16.6]","[4, 8]",0.9,14.0,strong
TCS.NS,Tata Consultancy Services Limited,Information Technology,Stage 3,-8.0,-21.94,11717569179.8,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,2583.54,-14.88,"[29.96, 15.59]","[8, 3]",0.9,14.0,strong
VOLTAS.NS,Voltas Limited,Consumer Durables,Stage 3,-5.82,4.3,1391890072.24,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,1535.77,-13.55,"[25.0, 22.06]","[5, 3]",0.9,12.0,strong
FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Services,Stage 3,1.95,-16.91,650532619.98,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,313.2,-29.97,"[36.84, 28.46]","[13, 7]",0.9,29.0,strong
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Durables,Stage 3,-4.63,-7.51,221996057.12,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,1031.75,-23.86,"[47.33, 18.46]","[14, 5]",0.9,21.0,strong
BOROLTD.NS,Borosil Limited,Consumer Durables,Stage 3,-5.01,-18.05,21843134.3,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,269.47,-17.39,"[41.19, 20.06]","[20, 5]",0.9,28.0,strong
RAMKY.NS,Ramky Infrastructure Limited,Construction,Stage 3,-10.07,-12.09,30870516.64,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,706.23,-38.57,"[19.89, 18.15]","[4, 4]",0.9,37.0,strong
BSOFT.NS,BIRLASOFT LIMITED,Information Technology,Stage 3,-7.5,-16.95,483946677.75,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,400.55,-19.05,"[31.43, 23.37]","[7, 4]",0.9,14.0,strong
RENUKA.NS,Shree Renuka Sugars Limited,Fast Moving Consumer Goods,Stage 3,0.59,-5.12,234491622.45,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,30.35,-21.75,"[31.79, 11.92]","[20, 3]",0.9,26.0,strong
GRINFRA.NS,G R Infraprojects Limited,Construction,Stage 3,-4.02,-6.59,37004558.71,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,1036.11,-15.23,"[33.38, 24.1]","[17, 7]",0.9,27.0,strong
INTELLECT.NS,Intellect Design Arena Limited,Information Technology,Stage 3,17.22,-18.66,336682638.89,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,835.86,-9.12,"[52.18, 20.06]","[21, 2]",0.9,28.0,strong
LTM.NS,LTIMindtree Ltd.,Information Technology,Stage 3,-4.0,-27.8,1879269176.06,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,4729.0,-15.27,"[37.79, 18.33]","[10, 3]",0.9,16.0,strong
TATAELXSI.NS,Tata Elxsi Limited,Information Technology,Stage 3,-0.73,-9.06,1043833677.41,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,5546.89,-25.74,"[33.34, 17.01]","[12, 4]",0.9,18.0,strong
WIPRO.NS,Wipro Limited,Information Technology,Stage 3,-6.89,-20.5,6996612287.81,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,213.35,-14.38,"[29.95, 12.2]","[14, 4]",0.9,20.0,strong
ZENSARTECH.NS,Zensar Technologies Limited,Information Technology,Stage 3,-17.11,-29.12,357552306.96,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,738.21,-37.12,"[16.44, 12.31]","[2, 2]",0.9,23.0,strong
JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components,Stage 2,40.31,27.54,1186081478.12,Stage 2,weekly_watchlist,38.79,39.79,718.6,-4.72,[29.96],[10],0.0,10.0,weak
MEDANTA.NS,Global Health Limited,Healthcare,Stage 3,14.78,15.74,243048341.8,"Stage 3, weekly_vcp_ok, distribution_risk",weekly_watchlist,37.15,39.65,1280.24,-3.45,"[21.18, 18.54, 19.64]","[9, 3, 6]",0.55,24.0,moderate
VMM.NS,Vishal Mega Mart Ltd.,Consumer Services,Stage 3,9.71,-5.63,1150386636.54,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.41,39.41,129.63,-9.78,"[23.73, 13.46]","[4, 2]",0.9,11.0,strong
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Chemicals,Stage 2,41.48,19.63,403984127.84,"Stage 2, volume_dryup",weekly_watchlist,36.91,39.41,1892.31,-5.5,[27.37],[9],0.0,9.0,weak
VBL.NS,Varun Beverages Limited,Fast Moving Consumer Goods,Stage 2,32.67,20.57,3038499332.42,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,39.32,39.32,545.35,-0.79,[22.23],[16],0.0,16.0,weak
EXIDEIND.NS,Exide Industries Limited,Automobile and Auto Components,Stage 2,31.13,11.55,1493843065.28,"Stage 2, volume_dryup",weekly_watchlist,38.27,39.27,380.56,2.1,[23.61],[12],0.0,12.0,weak
JWL.NS,Jupiter Wagons Limited,Capital Goods,Stage 4,5.02,13.73,651712908.24,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",weekly_watchlist,34.01,39.01,358.88,-22.87,"[29.59, 31.28, 26.09, 15.04]","[12, 10, 3, 2]",0.73,35.0,strong
ADANIENT.NS,Adani Enterprises Limited,Metals & Mining,Stage 2,48.37,36.62,6428819187.51,"Stage 2, volume_dryup",weekly_watchlist,36.4,38.9,3063.78,-3.92,[23.38],[7],0.0,7.0,weak
LLOYDSME.NS,Lloyds Metals And Energy Limited,Metals & Mining,Stage 2,53.43,44.68,837324703.77,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,36.2,38.7,1329.53,32.75,"[14.07, 15.67]","[7, 6]",0.1,23.0,weak
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Stage 2,26.06,18.34,956119619.46,"Stage 2, volume_dryup",weekly_watchlist,37.64,38.64,334.58,-5.12,[23.64],[11],0.0,11.0,weak
PFIZER.NS,Pfizer Limited,Healthcare,Stage 3,-3.11,-2.48,130345813.77,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,36.13,38.63,5266.2,-14.49,"[18.78, 12.1, 13.67, 13.98]","[5, 7, 7, 6]",0.73,31.0,strong
RADICO.NS,Radico Khaitan Limited,Fast Moving Consumer Goods,Stage 2,26.06,19.44,789174218.47,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,38.55,38.55,3685.44,-2.9,[18.49],[24],0.0,24.0,weak
NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,Stage 2,13.04,7.18,742838353.31,Stage 2,weekly_watchlist,36.02,38.52,2002.3,-6.99,[18.65],[12],0.0,12.0,weak
AARTIIND.NS,Aarti Industries Limited,Chemicals,Stage 2,16.32,46.74,786514154.94,"Stage 2, trend_template_ok",weekly_watchlist,35.91,38.41,524.02,-5.21,[16.87],[8],0.0,8.0,weak
POLYCAB.NS,Polycab India Limited,Capital Goods,Stage 2,34.07,39.41,2368166470.0,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,33.35,38.35,9850.21,-2.63,[23.29],[5],0.0,5.0,weak
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Stage 2,37.0,38.83,1190303718.8,"Stage 2, trend_template_ok",weekly_watchlist,37.18,38.18,1146.4,-0.35,[21.08],[8],0.0,8.0,weak
AETHER.NS,Aether Industries Limited,Chemicals,Stage 2,14.38,43.78,346981760.85,"Stage 2, trend_template_ok",weekly_watchlist,35.42,37.92,1277.33,-7.8,[18.1],[8],0.0,8.0,weak
MRF.NS,MRF Limited,Automobile and Auto Components,Stage 4,-3.44,-8.74,746949853.5,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",weekly_watchlist,36.9,37.9,152713.76,-15.88,"[20.52, 19.02, 13.35]","[14, 6, 6]",0.95,31.0,strong
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Stage 2,18.31,10.58,1196047577.57,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,36.89,37.89,376.61,-0.75,[22.02],[16],0.0,16.0,weak
BHARATFORG.NS,Bharat Forge Limited,Capital Goods,Stage 2,18.07,50.74,1934256899.64,"Stage 2, trend_template_ok",weekly_watchlist,32.88,37.88,2047.58,-1.72,[16.81],[5],0.0,5.0,weak
JINDALSAW.NS,Jindal Saw Limited,Capital Goods,Stage 2,26.7,62.8,629033178.84,Stage 2,weekly_watchlist,32.8,37.8,267.97,-7.49,[13.53],[4],0.0,4.0,weak
VTL.NS,Vardhman Textiles Limited,Textiles,Stage 2,18.41,49.17,208058155.99,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,32.76,37.76,648.13,-2.51,[14.1],[5],0.0,5.0,weak
FCL.NS,Fineotex Chemical Limited,Chemicals,Stage 2,102.3,84.76,1383629454.95,"Stage 2, trend_template_ok, daily_vcp_ok",weekly_watchlist,35.2,37.7,44.52,-2.74,[26.31],[6],0.0,6.0,weak
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Stage 3,0.47,8.65,4772408421.04,"Stage 3, weekly_vcp_ok, volume_dryup, distribution_risk",weekly_watchlist,35.01,37.51,1843.26,-2.31,"[11.44, 12.34, 12.45]","[8, 3, 6]",0.55,38.0,moderate
CIEINDIA.NS,CIE Automotive India Limited,Automobile and Auto Components,Stage 2,7.99,24.9,109725357.64,"Stage 2, daily_vcp_ok, volume_dryup",weekly_watchlist,36.49,37.49,504.88,-7.04,[5.29],[11],0.0,11.0,weak
YESBANK.NS,Yes Bank Limited,Financial Services,Stage 2,28.34,16.58,2741073732.28,Stage 2,weekly_watchlist,36.49,37.49,23.81,0.33,[28.3],[10],0.0,10.0,weak
PHOENIXLTD.NS,The Phoenix Mills Limited,Realty,Stage 2,18.82,15.1,850274018.36,"Stage 2, trend_template_ok",weekly_watchlist,37.39,37.39,1859.15,0.49,[17.92],[20],0.0,20.0,weak
JTLIND.NS,JTL INDUSTRIES LIMITED,Capital Goods,Stage 2,46.81,34.03,172485590.87,"Stage 2, volume_dryup",weekly_watchlist,32.0,37.0,84.0,-8.35,[50.0],[10],0.0,10.0,weak
QUESS.NS,Quess Corp Limited,Services,Stage 2,43.99,31.25,367435719.62,Stage 2,weekly_watchlist,35.92,36.92,250.44,-0.25,[24.61],[7],0.0,7.0,weak
SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,Stage 4,-12.59,1.28,466655685.7,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",weekly_watchlist,35.8,36.8,5651.87,-20.95,"[19.88, 8.62]","[2, 27]",0.9,32.0,strong
GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,Stage 4,-13.39,-6.12,327476084.38,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",weekly_watchlist,35.8,36.8,350.61,-15.56,"[17.86, 10.84]","[14, 5]",0.9,21.0,strong
PNBHOUSING.NS,PNB Housing Finance Limited,Financial Services,Stage 2,32.24,16.22,901432953.42,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,35.65,36.65,1105.0,-7.88,[28.17],[9],0.0,9.0,weak
TIMKEN.NS,Timken India Limited,Capital Goods,Stage 2,4.89,27.12,285843024.53,"Stage 2, daily_vcp_ok, volume_dryup",weekly_watchlist,31.6,36.6,3781.61,-3.9,[6.24],[7],0.0,7.0,weak
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Capital Goods,Stage 2,29.98,79.76,658761409.33,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,31.6,36.6,1994.28,-3.8,[17.98],[3],0.0,3.0,weak
RBA.NS,Restaurant Brands Asia Limited,Consumer Services,Stage 2,12.19,13.67,171768934.68,Stage 2,weekly_watchlist,36.59,36.59,69.62,-1.14,[16.79],[16],0.0,16.0,weak
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Stage 2,49.48,35.07,1231425787.74,"Stage 2, trend_template_ok",weekly_watchlist,34.0,36.5,192.08,28.66,[16.99],[25],0.0,25.0,weak
BBOX.NS,Black Box Limited,Information Technology,Stage 2,104.18,104.42,904334984.08,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,36.4,36.4,1104.93,-7.99,[24.56],[7],0.0,7.0,weak
SIS.NS,SIS LIMITED,Services,Stage 2,51.03,40.77,67066073.85,Stage 2,weekly_watchlist,35.2,36.2,419.58,0.91,[26.97],[6],0.0,6.0,weak
INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,Stage 2,11.72,17.03,1729497982.26,Stage 2,weekly_watchlist,34.88,35.88,959.58,-3.5,[21.98],[10],0.0,10.0,weak
INDIGOPNTS.NS,Indigo Paints Limited,Consumer Durables,Stage 2,35.27,-9.03,134388506.06,"Stage 2, volume_dryup",weekly_watchlist,35.82,35.82,1039.37,-1.02,[43.36],[11],0.0,11.0,weak
SWIGGY.NS,Swiggy Ltd.,Consumer Services,Stage 4,-9.28,-30.07,2826234906.98,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",weekly_watchlist,35.8,35.8,359.63,-27.8,"[28.34, 28.5]","[7, 7]",0.9,16.0,strong
NIITMTS.NS,NIIT Learning Systems Limited,Consumer Services,Stage 4,-26.54,-38.83,128367236.04,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",weekly_watchlist,35.8,35.8,347.61,-36.32,"[41.47, 41.41]","[14, 5]",0.9,22.0,strong
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,Stage 2,18.17,28.8,1059093821.15,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,33.1,35.6,7529.11,-2.84,[18.64],[7],0.0,7.0,weak
VENUSPIPES.NS,Venus Pipes & Tubes Limited,Capital Goods,Stage 2,46.59,23.01,126854711.78,"Stage 2, volume_dryup",weekly_watchlist,30.56,35.56,1521.66,-5.18,[17.41],[3],0.0,3.0,weak
KEI.NS,KEI Industries Limited,Capital Goods,Stage 2,28.54,40.19,1286065076.49,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,30.47,35.47,5485.88,-1.81,[25.76],[3],0.0,3.0,weak
ADANIENSOL.NS,Adani Energy Solutions Limited,Power,Stage 2,49.12,55.04,4990303492.65,"Stage 2, trend_template_ok",weekly_watchlist,30.4,35.4,1466.21,1.7,[15.51],[2],0.0,2.0,weak
GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,Stage 2,37.82,67.3,4907524432.35,"Stage 2, trend_template_ok",weekly_watchlist,30.4,35.4,5231.24,-6.86,[15.23],[2],0.0,2.0,weak
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Stage 2,27.82,16.8,215000603.74,"Stage 2, volume_dryup",weekly_watchlist,32.86,35.36,552.97,-3.06,[25.7],[7],0.0,7.0,weak
ASIANPAINT.NS,Asian Paints Limited,Consumer Durables,Stage 2,23.4,6.99,3708522171.99,Stage 2,weekly_watchlist,35.04,35.04,2783.66,-1.28,[27.43],[10],0.0,10.0,weak
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,Stage 2,23.02,41.72,549325185.75,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,32.47,34.97,1246.38,-3.22,[14.48],[5],0.0,5.0,weak
CYIENTDLM.NS,Cyient DLM Limited,Capital Goods,Stage 2,55.41,17.01,98177742.6,"Stage 2, volume_dryup",weekly_watchlist,29.64,34.64,472.38,-0.78,[23.79],[2],0.0,2.0,weak
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Capital Goods,Stage 2,65.18,80.53,524275611.73,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,29.6,34.6,6176.79,3.3,[27.8],[8],0.0,8.0,weak
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,Stage 2,30.42,41.11,1705251534.35,"Stage 2, trend_template_ok",weekly_watchlist,29.55,34.55,1888.3,-1.78,[19.67],[2],0.0,2.0,weak
ELECON.NS,Elecon Engineering Company Limited,Capital Goods,Stage 2,48.03,23.15,433704997.91,"Stage 2, volume_dryup",weekly_watchlist,29.52,34.52,578.37,-3.8,[18.89],[2],0.0,2.0,weak
RBLBANK.NS,RBL Bank Limited,Financial Services,Stage 2,24.37,27.78,1608010058.88,"Stage 2, trend_template_ok",weekly_watchlist,33.41,34.41,341.0,8.42,"[11.45, 12.5]","[5, 10]",0.1,20.0,weak
EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,Stage 2,18.45,28.2,253429115.95,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,31.87,34.37,1833.2,-5.36,[12.9],[6],0.0,6.0,weak
KDDL.NS,KDDL Limited,Consumer Durables,Stage 2,27.36,31.5,247360124.59,"Stage 2, volume_dryup",weekly_watchlist,34.29,34.29,2957.97,-4.48,[23.58],[7],0.0,7.0,weak
EPL.NS,EPL Limited,Capital Goods,Stage 2,26.2,16.7,104906124.24,"Stage 2, volume_dryup",weekly_watchlist,29.09,34.09,245.88,-7.17,[22.63],[4],0.0,4.0,weak
RATEGAIN.NS,Rategain Travel Technologies Limited,Information Technology,Stage 2,72.95,34.98,883096837.58,"Stage 2, volume_dryup",weekly_watchlist,34.0,34.0,802.0,5.28,[38.97],[13],0.0,13.0,weak
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,Stage 2,50.07,63.82,2199287606.35,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,34.0,34.0,425.64,-5.93,[17.99],[5],0.0,5.0,weak
NSLNISP.NS,NMDC Steel Limited,Metals & Mining,Stage 2,32.19,22.09,771445466.2,Stage 2,weekly_watchlist,31.43,33.93,41.21,15.6,[29.15],[13],0.0,13.0,weak
TMB.NS,Tamilnad Mercantile Bank Limited,Financial Services,Stage 2,27.97,59.03,258178417.05,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,32.8,33.8,758.78,0.44,[20.94],[4],0.0,4.0,weak
ANGELONE.NS,Angel One Limited,Financial Services,Stage 2,61.42,43.95,2585681847.57,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,32.8,33.8,351.61,-0.96,[25.72],[4],0.0,4.0,weak
KIRLOSBROS.NS,Kirloskar Brothers Limited,Capital Goods,Stage 2,19.13,18.25,156245573.65,Stage 2,weekly_watchlist,28.54,33.54,1783.0,1.89,[17.1],[4],0.0,4.0,weak
RAYMOND.NS,Raymond Limited,Textiles,Stage 2,67.2,38.18,449843513.86,"Stage 2, volume_dryup",weekly_watchlist,28.4,33.4,570.0,3.53,[25.67],[7],0.0,7.0,weak
HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,Stage 2,31.92,-9.63,341251849.45,Stage 2,weekly_watchlist,28.23,33.23,366.29,4.29,[47.15],[12],0.0,12.0,weak
ABB.NS,ABB India Limited,Capital Goods,Stage 2,12.86,41.16,2595752412.62,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,28.2,33.2,7804.27,-10.04,[5.45],[9],0.0,9.0,weak
SUZLON.NS,Suzlon Energy Limited,Capital Goods,Stage 2,40.72,16.84,5879432085.39,Stage 2,weekly_watchlist,28.16,33.16,58.42,-0.86,[11.63],[2],0.0,2.0,weak
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Stage 2,10.05,11.99,2583488260.47,Stage 2,weekly_watchlist,30.6,33.1,6980.19,-3.84,[16.86],[7],0.0,7.0,weak
EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,Stage 2,39.86,41.75,363947803.99,"Stage 2, trend_template_ok",weekly_watchlist,32.0,33.0,74.73,5.38,[30.18],[10],0.0,10.0,weak
MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Stage 2,30.14,29.65,3857250889.57,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,31.98,32.98,152.04,-2.92,[24.25],[5],0.0,5.0,weak
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,Stage 2,21.11,23.69,2216354957.12,"Stage 2, daily_vcp_ok, volume_dryup",weekly_watchlist,30.48,32.98,1117.45,-3.47,[11.83],[5],0.0,5.0,weak
NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,Stage 2,16.09,19.5,139222075.61,"Stage 2, volume_dryup",weekly_watchlist,31.96,32.96,89.93,-6.26,[16.16],[7],0.0,7.0,weak
TRITURBINE.NS,Triveni Turbine Limited,Capital Goods,Stage 2,42.82,32.43,2067715820.38,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,27.92,32.92,788.98,-16.06,[22.47],[7],0.0,7.0,weak
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods,Stage 2,32.2,22.48,2340754230.05,"Stage 2, volume_dryup",weekly_watchlist,27.87,32.87,1055.47,-0.02,[20.02],[2],0.0,2.0,weak
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Stage 2,40.43,17.69,882751256.75,Stage 2,weekly_watchlist,31.81,32.81,1090.22,-13.39,[36.62],[31],0.0,31.0,weak
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,Stage 2,35.33,21.38,81858727.69,Stage 2,weekly_watchlist,31.67,32.67,2955.16,2.46,[25.52],[5],0.0,5.0,weak
BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare,Stage 2,42.7,-1.03,539525795.34,Stage 2,weekly_watchlist,30.17,32.67,573.5,-11.0,[52.8],[21],0.0,21.0,weak
BSE.NS,BSE Ltd.,Financial Services,Stage 2,44.89,59.78,15067004048.68,"Stage 2, trend_template_ok",weekly_watchlist,31.6,32.6,4454.58,-6.56,[21.38],[3],0.0,3.0,weak
GREENLAM.NS,Greenlam Industries Limited,Consumer Durables,Stage 2,22.21,17.55,145046792.61,"Stage 2, volume_dryup",weekly_watchlist,32.38,32.38,276.48,-6.32,[25.77],[7],0.0,7.0,weak
POWERINDIA.NS,Hitachi Energy India Limited,Capital Goods,Stage 2,43.01,85.43,7299465078.25,"Stage 2, trend_template_ok",weekly_watchlist,27.2,32.2,38852.87,-10.59,[29.46],[6],0.0,6.0,weak
GRANULES.NS,Granules India Limited,Healthcare,Stage 2,31.47,40.1,1016647089.7,"Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup",weekly_watchlist,29.56,32.06,805.71,-7.12,[15.18],[2],0.0,2.0,weak
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Stage 2,12.44,24.16,395421293.57,Stage 2,weekly_watchlist,30.86,31.86,129.52,-6.92,[24.24],[6],0.0,6.0,weak
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Services,Stage 2,32.66,27.75,3475747236.18,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,30.84,31.84,1835.07,-0.71,[18.34],[4],0.0,4.0,weak
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Services,Stage 2,14.32,15.98,2014375327.71,"Stage 2, trend_template_ok",weekly_watchlist,31.43,31.43,286.1,-4.88,[18.75],[7],0.0,7.0,weak
SANSERA.NS,Sansera Engineering Limited,Automobile and Auto Components,Stage 2,39.55,74.66,1210358613.27,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,30.4,31.4,2997.44,-5.29,[18.78],[2],0.0,2.0,weak
WSTCSTPAPR.NS,West Coast Paper Mills Limited,Forest Materials,Stage 2,29.94,34.72,72112338.19,"Stage 2, volume_dryup",weekly_watchlist,28.87,31.37,539.59,-4.64,[16.27],[2],0.0,2.0,weak
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,Stage 2,42.82,29.65,455070870.06,Stage 2,weekly_watchlist,28.85,31.35,2098.52,13.31,[22.63],[8],0.0,8.0,weak
FINEORG.NS,Fine Organic Industries Limited,Chemicals,Stage 2,16.34,21.85,61375789.5,Stage 2,weekly_watchlist,28.62,31.12,5153.9,-2.25,[22.16],[4],0.0,4.0,weak
TIINDIA.NS,Tube Investments of India Limited,Automobile and Auto Components,Stage 2,34.24,30.62,1046282046.15,Stage 2,weekly_watchlist,30.09,31.09,3255.69,0.26,[13.44],[3],0.0,3.0,weak
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,Stage 2,15.05,13.28,1750743010.45,"Stage 2, trend_template_ok",weekly_watchlist,30.03,31.03,1081.44,-5.39,[19.97],[6],0.0,6.0,weak
GRASIM.NS,Grasim Industries Limited,Construction Materials,Stage 2,17.79,18.3,2851999174.18,Stage 2,weekly_watchlist,30.81,30.81,3203.1,-1.96,[16.0],[6],0.0,6.0,weak
IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,Stage 2,22.85,12.26,224886438.73,"Stage 2, volume_dryup",weekly_watchlist,30.71,30.71,1764.9,-6.99,[28.8],[6],0.0,6.0,weak
